;dossier;arrondissement;adresse;lieu;libelle_type_objet;dima;dimb;dosred;Coordonnées
442;24 238 024 002;75001;8 RUE DE LA PETITE TRUANDERIE;B;CONTRE TERRASSE;3.0;6.1;SARL LE PHARAMOND  (RESTAURANT);48.862797, 2.348365
444;24 411 011 003;75001;11 RUE DES HALLES;A;TERRASSE OUVERTE;1.3;3.5;SARL GRAND BAY CAFE  (BAR RESTAURANT);48.859714, 2.346588
445;24 411 020 003;75001;20 RUE DES HALLES;A;TERRASSE OUVERTE;0.6;3.5;SARL MARIO  (RESTAURANT);48.860062, 2.346625
446;24 627 007 006;75001;7 RUE DES INNOCENTS;A;TERRASSE OUVERTE;2.2;4.79;SARL WOK UP  (RESTAURATION RAPIDE - SNACK);48.860413, 2.347774
447;24 808 008 002;75001;8 RUE JEAN JACQUES ROUSSEAU;A;TERRASSE OUVERTE;1.0;6.25;SARL JJR (JEAN JACQUES ROUSSEAU)  (RESTAURANT);48.862236, 2.340178
449;24 808 025 002;75001;25 RUE JEAN JACQUE ROUSSEAU;A;TERRASSE OUVERTE;0.8;6.3;SARL LA MOIRE  (RESTAURANT);48.862842, 2.341056
450;25 277 025 002;75001;25 RUE DE LA REYNIE;A;PLANCHER MOBILE;3.0;9.5;SARL JBGM  (RESTAURANT);48.860033, 2.348546
452;25 677 042 002;75001;42 RUE DES LOMBARDS;A;TERRASSE FERMEE;2.1;8.93;SARL SARL LE DUC DES LOMBARDS  (BAR RESTAURANT);48.859599, 2.348696
453;25 677 042 002;75001;42 RUE DES LOMBARDS;A;TERRASSE OUVERTE;1.2;8.93;SARL SARL LE DUC DES LOMBARDS  (BAR RESTAURANT);48.859599, 2.348696
454;25 766 003 003;75001;Pan coupé 3 RUE DU LOUVRE / 137 RUE SAINT HONORE;A;TERRASSE OUVERTE;0.8;1.25;M CAZES  (BAR RESTAURANT);48.861697, 2.341089
456;26 444 012 003;75001;12 RUE MONTMARTRE;A;TERRASSE FERMEE;0.9;3.85;SARL LE BISTRO DU FORUM  (BAR RESTAURANT);48.863707, 2.345834
459;26 453 021 004;75001;21 RUE MONTORGUEIL;A;TERRASSE OUVERTE;2.2;2.5;SARL GATT  (RESTAURANT);48.864004, 2.346456
460;26 453 030 002;75001;30 RUE MONTORGUEIL;A;TERRASSE OUVERTE;1.5;5.0;SARL CAFE PASTA  (RESTAURANT);48.863757, 2.346515
462;27 415 009 004;75001;9 RUE PIERRE LESCOT;A;TERRASSE OUVERTE;2.0;15.9;SARL GALERIE DE LUCIA  (BAR RESTAURANT);48.86258, 2.348386
463;27 415 022 003;75001;22 RUE PIERRE LESCOT;A;TERRASSE OUVERTE;3.0;10.0;SARL HOKINO  (RESTAURANT);48.863007, 2.348815
464;27 415 022 003;75001;20 RUE DE LA GRANDE TRUANDERIE;B;TERRASSE OUVERTE;3.0;6.9;SARL HOKINO  (RESTAURANT);48.862807, 2.349081
465;27 578 024 002;75001;51 RUE SAINT HONORE;B;TERRASSE OUVERTE;2.0;3.6;SARL COFFEE SHOP  (RESTAURANT);48.860997, 2.345004
468;27 844 010 003;75001;Pan coupé 10 RUE DES PROUVAIRES / 31 RUE BERGER;A;TERRASSE FERMEE;1.8;3.7;SARL LE LOUCHEBEM  (RESTAURANT);48.861561, 2.344315
470;28 024 094 003;75001;94 RUE RAMBUTEAU;A;TERRASSE OUVERTE;2.9;3.67;SARL ICE TO ICE LES HALLES  (RESTAURANT);48.86249, 2.348214
477;28 525 041 004;75001;41 BOULEVARD DE SEBASTOPOL;A;PLANCHER MOBILE;2.5;9.14;SARL CJPS  (BAR RESTAURANT);48.861373, 2.349586
478;28 525 041 004;75001;Pan coupé 41 BOULEVARD DE SEBASTOPOL / 2 RUE DE LA COSSONNERIE;B;TERRASSE OUVERTE;1.1;2.3;SARL CJPS  (BAR RESTAURANT);48.861373, 2.349586
483;28 809 011 002;75001;11 RUE SAINT DENIS;A;TERRASSE OUVERTE;3.6;4.0;SARL BALTARD  (RESTAURANT);48.859266, 2.347658
484;28 809 018 004;75001;18 RUE SAINT DENIS;A;TERRASSE OUVERTE;3.0;13.27;SARL WALLABY  (RESTAURANT);48.859373, 2.347959
485;28 809 020 002;75001;20 RUE SAINT DENIS;A;COMMERCE ACCESSOIRE;1.4;1.0;SARL RIVOLI PALACE PIZZERIA DU PALAIS (RESTAURANT);48.85957, 2.348051
486;28 809 030 002;75001;25 RUE DE LA REYNIE;A;TERRASSE OUVERTE;2.65;6.42;SA AGO AGENCE DE GESTION ET D'ORGANISATION HOTELIERE  (RESTAURANT);48.860033, 2.348546
487;28 809 030 002;75001;Pan coupé 30 RUE SAINT DENIS / 27 RUE DE LA REYNIE;A;TERRASSE OUVERTE;3.0;3.09;SA AGO AGENCE DE GESTION ET D'ORGANISATION HOTELIERE  (RESTAURANT);48.86012, 2.348531
488;28 809 035 002;75001;35 RUE SAINT DENIS;A;TERRASSE OUVERTE;1.5;5.5;SARL CARTHAGE II  (RESTAURANT);48.859976, 2.348108
489;28 809 041 002;75001;1 RUE DE LA FERRONNERIE;B;TERRASSE OUVERTE;2.8;7.0;SARL SOLEIL  (BAR RESTAURANT);48.860229, 2.347479
492;28 809 094 003;75001;4 RUE DU CYGNE;B;TERRASSE OUVERTE;2.7;19.8;SARL ROMIT  (RESTAURANT);48.863246, 2.349111
493;28 809 096 003;75001;96 RUE SAINT DENIS;A;TERRASSE OUVERTE;2.9;3.8;SARL TM FOOD  (RESTAURATION RAPIDE - SNACK);48.86323, 2.349908
496;28 860 040 005;75001;31 RUE DU PONT NEUF;B;TERRASSE OUVERTE;2.9;6.42;SARL GRANIER FRERES  (BAR RESTAURANT);48.859475, 2.343503
502;808 783 015 002;75020;15 RUE SAINT BLAISE;A;TERRASSE OUVERTE;2.0;14.0;M HAMI  (RESTAURANT);48.859632, 2.405032
503;808 783 017 002;75020;17 RUE SAINT BLAISE;A;TERRASSE OUVERTE;2.0;4.6;SARL KAMPA  (RESTAURANT);48.859597, 2.405062
504;808 783 022 001;75020;22 RUE SAINT BLAISE;A;TERRASSE OUVERTE;1.2;7.0;SARL Z&Y  (RESTAURANT);48.859395, 2.405123
505;809 791 046 002;75020;Pan coupé 46 RUE DES VIGNOLES / 1 RUE RUE MICHEL DE BOURGES;A;TERRASSE OUVERTE;4.5;6.2;SARL HANICO  (RESTAURANT);48.854214, 2.400401
515;118852024B002;75003;1 RUE VILLEHARDOUIN;B;TERRASSE OUVERTE;0.8;2.5;SARL ARROUX  (RESTAURANT);48.858158, 2.365411
517;159882002B004;75004;16 RUE DE BIRAGUE;B;TERRASSE OUVERTE;0.6;5.3;SA LA PLACE ROYALE  (RESTAURANT);48.854749, 2.365306
525;238137112B003;75006;112 RUE DE RENNES;A;COMMERCE ACCESSOIRE;1.1;1.6;SARL EURO SANDWICHS  (RESTAURANT);48.847869, 2.327529
533;351405001B002;75009;1 RUE CADET;A;CONTRE TERRASSE;1.1;7.45;SARL GUSTO JOUR APRES JOUR (RESTAURATION RAPIDE - SNACK);48.874204, 2.342337
535;351912004B002;75009;4 RUE DE CHATEAUDUN;A;TERRASSE FERMEE;1.05;5.7;SARL OLIVIER  (RESTAURANT);48.875782, 2.342146
536;351912004B004;75009;4 RUE DE CHATEAUDUN;A;TERRASSE OUVERTE;1.05;3.85;SARL ALAMAT  (RESTAURANT);48.875782, 2.342146
550;439872127B002;75011;127 BOULEVARD VOLTAIRE;A;TERRASSE OUVERTE;2.0;2.5;SARL JUSTIN  (BAR RESTAURANT);48.856759, 2.382192
554;464043049B003;75012;49 AVENUE DU GENERAL MICHEL BIZOT;A;ETALAGE;0.4;6.94;SARL AKRD  (RESTAURANT);48.835053, 2.401153
558;482814026B002;75012;26 BOIULEVARD DIDEROT;A;TERRASSE FERMEE;3.13;6.46;SARL BAMBOU VIOLET  (RESTAURANT);48.845851, 2.375016
559;485795002B002;75012;2BIS RUE DE LYON;A;TERRASSE OUVERTE;1.2;5.7;SARL ANDIAMO  (RESTAURATION RAPIDE - SNACK);48.846189, 2.372439
560;486253007B002;75012;7 RUE MICHEL CHASLES;A;TERRASSE OUVERTE;1.2;3.4;SAS SUREKA  (RESTAURATION RAPIDE - SNACK);48.846533, 2.373728
561;506634031B002;75013;31 RUE NATIONALE;A;TERRASSE OUVERTE;0.9;3.0;SARL NOODLE  (RESTAURANT);48.823939, 2.368061
563;512004129B005;75013;129 AVENUE DE CHOISY;A;TERRASSE OUVERTE;1.5;6.6;SARL LE TRIOMPHE  (RESTAURANT);48.826418, 2.359513
564;519320198B002;75013;Pan coupé 198 RUE DE TOLBIAC / 27 RUE MARTIN BERNARD;A;TERRASSE OUVERTE;3.9;6.2;SCA LE VERRE A SOIF  (RESTAURANT);48.825826, 2.348799
566;520380053B002;75013;53 BOULEVARD ARAGO;A;TERRASSE OUVERTE;1.1;7.3;EURL PACADEME  (RESTAURANT);48.834776, 2.345096
568;536455144B003;75014;144BIS BOULEVARD DU MONTPARNASSE;A;TERRASSE FERMEE;2.75;5.6;SARL YAMATO  (RESTAURANT);48.840615, 2.333151
570;540170005B002;75014;5 RUE D'ALESIA;A;TERRASSE OUVERTE;0.6;6.7;SARL DUBOIS  (RESTAURANT);48.826684, 2.339459
574;568066201B002;75014;201 RUE RAYMOND LOSSERAND;A;TERRASSE OUVERTE;0.7;5.2;SARL SAINT GILLES  (RESTAURANT);48.828954, 2.308224
579;579750015B003;75015;15 BOULEVARD VICTOR;A;TERRASSE FERMEE;2.3;6.75;SARL OKYAMA  (RESTAURANT);48.835031, 2.282818
580;579886045B002;75015;45 RUE DE VOUILLE;A;TERRASSE OUVERTE;1.25;0.45;SARL LE COMMERCE  (RESTAURANT);48.834055, 2.307873
581;587819011B003;75015;Pan coupé 11 RUE DE LA PROCESSION / 8 RUE TESSIER;A;TERRASSE OUVERTE;0.6;7.5;SARL VERONA  (RESTAURANT);48.839717, 2.30583
584;593563076B002;75015;76 RUE DE LA FEDERATION;A;TERRASSE OUVERTE;0.7;2.8;SARL LE PRESLES  (RESTAURANT);48.853054, 2.296647
586;595230053B005;75015;53 AVENUE DE LA MOTTE PICQUET;A;PLANCHER MOBILE;2.0;6.3;SARL SOCIETE LA GITANE LA GITANE (RESTAURANT);48.850181, 2.299852
587;595230053B005;75015;53 AVENUE DE LA MOTTE PICQUET;A;TERRASSE FERMEE;3.3;6.3;SARL SOCIETE LA GITANE LA GITANE (RESTAURANT);48.850181, 2.299852
589;615168035B002;75016;Pan coupé 35 RUE JEAN DE LA FONTAINE / 1 AVENUE DE L'ABBE ROUSSEL;A;TERRASSE OUVERTE;1.0;3.0;SARL JEAN IMBERT  (RESTAURANT);48.850464, 2.271537
590;615168035B002;75016;1 AVENUE DE L'ABBE ROUSSEL;B;TERRASSE OUVERTE;0.6;6.5;SARL JEAN IMBERT  (RESTAURANT);48.850464, 2.271537
591;619728011B002;75016;11 AVENUE DE VERSAILLES;A;TERRASSE OUVERTE;2.0;6.8;SARL MIYAGAWA  (RESTAURANT);48.850499, 2.277411
594;626566054B003;75016;54BIS AVENUE MOZART;A;TERRASSE OUVERTE;1.5;6.9;SARL DE LA TOURNELLE M. JALBERT GILLES (RESTAURANT);48.854938, 2.269459
602;218 845 116 005;75006;Pan coupé 116 BOULEVARD SAINT GERMAIN / 11 RUE DANTON;A;TERRASSE FERMEE;2.35;5.15;SNC BOUL MICH BAR  (BAR RESTAURANT);48.852081, 2.340976
610;218 932 002 003;75006;11 QUAI DES GRANDS AUGUSTINS;A;TERRASSE FERMEE;1.7;13.8;SARL MOUNTAIN PIZZA COMPANY  (RESTAURANT);48.854729, 2.342263
616;222 103 008 002;75006;7 RUE DE MONTFAUCON;B;TERRASSE OUVERTE;1.2;8.0;M MARRA  (RESTAURANT);48.852672, 2.335876
623;225 801 010 002;75006;10 RUE MABILLON;A;TERRASSE OUVERTE;0.7;7.8;M BARDECHE  (RESTAURANT);48.852142, 2.335176
626;226 421 005 004;75006;5 RUE DE MONTFAUCON;A;TERRASSE FERMEE;0.72;6.8;SARL ST GERMAIN MANDARIN  (RESTAURANT);48.8527, 2.335964
627;226 421 005 004;75006;5 RUE DE MONTFAUCON;A;TERRASSE OUVERTE;0.6;6.8;SARL ST GERMAIN MANDARIN  (RESTAURANT);48.8527, 2.335964
629;228 845 095 002;75006;95 BOULEVARD SAINT GERMAIN;A;TERRASSE FERMEE;1.6;5.3;SARL SERR  (RESTAURATION RAPIDE - SNACK);48.852059, 2.339252
630;228 845 097 005;75006;97 BOULEVARD SAINT GERMAIN;A;TERRASSE FERMEE;1.6;5.6;SA SNACK TIME FRANCE  (RESTAURATION RAPIDE - SNACK);48.852089, 2.339154
641;228 929 070 004;75006;70 BOULEVARD SAINT MICHEL;A;TERRASSE OUVERTE;2.5;3.0;SARL LEFT  (RESTAURATION RAPIDE - SNACK);48.843483, 2.33849
650;230 466 052 002;75006;52 RUE D ASSAS;A;TERRASSE OUVERTE;0.85;5.65;SARL AU BISTROT D ASSAS  (RESTAURANT);48.846616, 2.330578
651;230 466 054 002;75006;54 RUE D ASSAS;A;TERRASSE FERMEE;0.86;4.4;SARL LES BISTRONAUTES  (RESTAURANT);48.846514, 2.330678
653;231 270 027 003;75006;27 RUE BREA;A;TERRASSE OUVERTE;1.1;3.9;SARL BREA-VILLA BORGHESE  (RESTAURANT);48.842369, 2.329721
656;231 972 045 002;75006;45 RUE DU CHERCHE MIDI;A;TERRASSE OUVERTE;0.8;10.0;SARL LA TAVERNE BASQUE  (RESTAURANT);48.849112, 2.325809
659;231 972 066 003;75006;66 RUE DU CHERCHE MIDI;A;TERRASSE OUVERTE;1.5;6.2;SARL MAMIE GATEAUX  (RESTAURANT);48.84854, 2.32445
661;231 972 071 002;75006;71 RUE DU CHERCHE MIDI;A;TERRASSE OUVERTE;0.6;5.4;SARL SUSHI SHOP  (RESTAURANT);48.847964, 2.323712
662;231 972 079 002;75006;79 RUE DU CHERCHE MIDI;A;TERRASSE OUVERTE;0.8;5.2;SARL BDSL  (RESTAURANT);48.847716, 2.323181
663;233 030 011 002;75006;11 RUE DUPIN;A;TERRASSE OUVERTE;0.95;5.9;EURL FOOD L EPI  (RESTAURANT);48.849777, 2.325401
664;236 236 013 003;75006;13 RUE DE MEZIERES;A;TERRASSE OUVERTE;0.7;8.0;SARL PIZZA CHIC  (RESTAURANT);48.850205, 2.330547
667;236 455 039 003;75006;39 BOULEVARD DU MONTPARNASSE;A;TERRASSE OUVERTE;2.2;11.7;SA MIDI AQUITAINE  (RESTAURANT);48.844924, 2.321391
668;236 455 053 003;75006;53 BOULEVARD DU MONTPARNASSE;A;TERRASSE OUVERTE;1.2;3.35;M CHEN  (RESTAURATION RAPIDE - SNACK);48.844531, 2.322563
669;236 455 057 002;75006;57 BOULEVARD DU MONTPARNASSE;A;TERRASSE FERMEE;3.2;8.55;SA PINO ELYSEES  (RESTAURANT);48.844374, 2.32305
670;236 455 059 004;75006;59 BOULEVARD DU MONTPARNASSE;A;COMMERCE ACCESSOIRE;3.0;1.0;SA LE BISTRO DE LA GARE  (RESTAURANT);48.844298, 2.323295
673;236 455 121 004;75006;121 BOULEVARD DU MONTPARNASSE;A;TERRASSE FERMEE;3.35;8.9;SARL NOURA MONTPARNASSE  (RESTAURANT);48.841833, 2.330727
674;236 455 121 004;75006;121 BOULEVARD DU MONTPARNASSE;A;TERRASSE OUVERTE;1.35;8.9;SARL NOURA MONTPARNASSE  (RESTAURANT);48.841833, 2.330727
677;236 455 145 002;75006;145 BOULEVARD DU MONTPARNASSE;A;TERRASSE FERMEE;3.6;9.7;SARL L'ABRI-KOTIER  (RESTAURANT);48.84102, 2.333184
679;236 805 020 002;75006;20 AVENUE DE L OBSERVATOIRE;A;TERRASSE FERMEE;10.65;13.15;SARL LA CLOSERIE DES LILAS  (RESTAURANT);48.839969, 2.336507
680;236 805 020 002;75006;20 AVENUE DE L OBSERVATOIRE;A;TERRASSE OUVERTE;3.1;3.07;SARL LA CLOSERIE DES LILAS  (RESTAURANT);48.839969, 2.336507
681;236 805 020 002;75006;Pan coupé 20 AVENUE DE L OBSERVATOIRE / 171 BOULEVARD DU MONTPARNASSE;A;TERRASSE OUVERTE;3.0;2.15;SARL LA CLOSERIE DES LILAS  (RESTAURANT);48.840103, 2.335957
682;238 055 045 002;75006;45 BOULEVARD RASPAIL;A;ETALAGE;1.3;70.0;SA LUTETIA CONCORDE  (HOTEL RESTAURANT);48.851213, 2.327063
684;238 055 080 005;75006;80 BOULEVARD RASPAIL;A;TERRASSE OUVERTE;1.3;4.5;SARL CALON  (RESTAURANT);48.847541, 2.327757
685;238 055 081 002;75006;81 BOULEVARD RASPAIL;A;TERRASSE FERMEE;1.3;8.8;MME VIOT  (RESTAURANT);48.848243, 2.32794
690;238 055 147 002;75006;111 BOULEVARD DU MONTPARNASSE;A;TERRASSE OUVERTE;0.7;5.0;SARL CALDALGUES ET FILS  (BAR RESTAURANT);48.843409, 2.326006
696;238 137 127 004;75006;127 RUE DE RENNES;A;TERRASSE FERMEE;1.35;8.5;SARL SAINT PLACIDE  (RESTAURANT);48.846731, 2.326853
702;619 728 008 002;75016;8 AVENUE DE VERSAILLES;A;COMMERCE ACCESSOIRE;2.5;2.5;M BOYER  (RESTAURANT);48.850962, 2.277529
704;619 728 030 006;75016;Pan coupé 30 AVENUE DE VERSAILLES / 1 RUE PIERRE LOUYS;A;PLANCHER MOBILE;2.45;5.0;SAS SGR SOCIETE DE GESTION DE REST AURANTS ET DE DEBITS DE BOISSO (RESTAURANT);48.849935, 2.276013
707;619 728 152 002;75016;152 AVENUE DE VERSAILLES;A;TERRASSE OUVERTE;2.9;5.0;SARL LE BONHEUR DE LI  (RESTAURANT);48.841063, 2.265297
708;619 728 158 002;75016;158 AVENUE DE VERSAILLES;A;TERRASSE OUVERTE;2.0;6.6;SARL JILY  (RESTAURANT);48.840543, 2.264293
710;619 728 165 002;75016;165 AVENUE DE VERSAILLES;A;TERRASSE FERMEE;0.8;7.8;SARL GEOCHA  (RESTAURANT);48.84108, 2.265971
712;619 728 194 004;75016;194 AVENUE DE VERSAILLES;A;CONTRE TERRASSE;4.17;4.0;SARL SANDWICHERIE DU PARC M EL GUEROUI YOUSSEF (RESTAURATION RAPIDE - SNACK);48.83921, 2.260902
716;619 728 214 003;75016;214 AVENUE DE VERSAILLES;A;TERRASSE OUVERTE;1.5;10.0;SARL SUBSEIZE  (RESTAURATION RAPIDE - SNACK);48.838736, 2.259366
717;619 728 215 002;75016;Pan coupé 215 AVENUE DE VERSAILLES / 18 RUE GUDIN;A;TERRASSE FERMEE;2.5;2.2;SARL LE VELODROME  (HOTEL RESTAURANT);48.850531, 2.276792
718;619 728 234 002;75016;234 AVENUE DE VERSAILLES;A;TERRASSE FERMEE;2.5;16.6;SA MC DONALD S FRANCE SA MC DONALD S (RESTAURATION RAPIDE - SNACK);48.83827, 2.257767
719;619 728 234 002;75016;234 AVENUE DE VERSAILLES;A;TERRASSE FERMEE;3.5;7.45;SA MC DONALD S FRANCE SA MC DONALD S (RESTAURATION RAPIDE - SNACK);48.83827, 2.257767
721;620 342 033 003;75016;33 RUE DE L'ANNONCIATION;A;TERRASSE OUVERTE;3.0;4.6;SARL DOM PASSY  (RESTAURATION RAPIDE - SNACK);48.857029, 2.278659
728;620 803 004 003;75016;4 RUE BEETHOVEN;A;TERRASSE OUVERTE;0.9;6.1;SARL PBCR  (RESTAURANT);48.858397, 2.287534
733;622 684 010 003;75016;10 BOULEVARD DELESSERT;A;TERRASSE OUVERTE;4.0;5.0;SARL RESTAURANT MAN LUNG  (RESTAURANT);48.858831, 2.285035
738;626 566 013 002;75016;13 AVENUE MOZART;A;TERRASSE OUVERTE;1.4;5.28;ARL TCL  (RESTAURATION RAPIDE - SNACK);48.857342, 2.273318
742;626 571 010 004;75016;10 CHAUSSEE DE LA MUETTE;A;TERRASSE FERMEE;1.5;14.9;SA LE PARC DE LA MUETTE  (RESTAURANT);48.858341, 2.273207
743;626 571 012 003;75016;12 CHAUSSEE DE LA MUETTE;A;TERRASSE FERMEE;1.5;15.4;SA ROTONDE DE LA MUETTE-GALLIERA  (RESTAURANT);48.858354, 2.273035
744;626 571 012 003;75016;12 CHAUSSEE DE LA MUETTE;A;TERRASSE OUVERTE;0.6;15.4;SA ROTONDE DE LA MUETTE-GALLIERA  (RESTAURANT);48.858354, 2.273035
747;627 015 002 003;75016;Pan coupé 2 RUE DE PASSY / 1 RUE DE LA TOUR;A;TERRASSE OUVERTE;0.6;2.0;SARL LE PASSY  (BAR RESTAURANT);48.858532, 2.284165
751;627 544 082 002;75016;82 RUE DE LA POMPE;A;TERRASSE OUVERTE;0.7;6.2;SARL JCG CAFE DE LA MAIRIE (RESTAURANT);48.86371, 2.277225
758;631 367 006 002;75016;6 AVENUE BUGEAUD;A;TERRASSE OUVERTE;0.77;9.0;SARL HALFF W ET H (COSI CAFFE) OZIO (RESTAURANT);48.870017, 2.284114
760;632 989 018 002;75016;28 RUE MONTEVIDEO;B;TERRASSE OUVERTE;0.6;10.0;SAS LARTIGUE WAKNINE ET ASSOCIES LE DUFRENOY (RESTAURANT);48.867372, 2.273993
761;633 510 058 003;75016;58 RUE DE LA FAISANDERIE;A;TERRASSE OUVERTE;0.6;4.6;SNC CAFE FRANCK  (RESTAURANT);48.86804, 2.275324
762;634 292 032 003;75016;Pan coupé 32 RUE DE GREUZE / 24 RUE DES SABLONS;A;ETALAGE;0.8;4.0;SARL SARL CAGNOTTE SUPPRESSION DU NOM COMMERCIAL (RESTAURANT);48.864517, 2.282247
765;635 867 135 002;75016;Pan coupé 135 AVENUE DE MALAKOFF / 27 RUE PERGOLESE;A;TERRASSE OUVERTE;3.2;4.8;SARL SOCIETE RESTAURATION DU 135 AVENUE MALAKOFF DEL PAPA (RESTAURANT);48.874852, 2.283844
766;635 867 141 002;75016;141 AVENUE DE MALAKOFF;A;PLANCHER MOBILE;2.1;15.8;SARL ACG VILLA CORSE RIVE DROITE VILLA CORSE RIVE DROITE (RESTAURANT);48.875412, 2.283697
767;635 867 155 002;75016;155 AVENUE DE MALAKOFF;A;TERRASSE OUVERTE;0.6;1.0;SARL AJLKD  (RESTAURANT);48.87618, 2.283503
769;635 867 161 003;75016;Pan coupé 161 AVENUE DE MALAKOFF / 11 BOULEVARD DE L AMIRAL BRUIX;A;COMMERCE ACCESSOIRE;3.0;1.0;SARL AUBERGE DAB  (RESTAURANT);
770;635 867 161 003;75016;161 AVENUE DE MALAKOFF;A;TERRASSE FERMEE;1.95;14.0;SARL AUBERGE DAB  (RESTAURANT);48.876569, 2.283405
771;635 867 161 003;75016;Pan coupé 161 AVENUE DE MALAKOFF / 11 BOULEVARD DE L AMIRAL BRUIX;A;TERRASSE FERMEE;1.5;7.5;SARL AUBERGE DAB  (RESTAURANT);
772;636 231 001 002;75016;89 RUE LONGCHAMP;C;TERRASSE OUVERTE;0.6;21.0;SARL MEXICO CAFE  (RESTAURANT);48.865551, 2.282969
774;637 544 164 002;75016;15 AVENUE BUGEAUD;B;TERRASSE OUVERTE;0.9;5.15;SARL WACO  (RESTAURATION RAPIDE - SNACK);48.870152, 2.282895
775;637 544 176 002;75016;Pan coupé 176 RUE DE LA POMPE / 10 RUE DE SFAX;AC;TERRASSE OUVERTE;0.9;9.8;SARL TSLA THE HONEST LAWYER (RESTAURANT);48.871154, 2.283561
776;637 544 189 002;75016;189 RUE DE LA POMPE;A;TERRASSE OUVERTE;0.85;4.0;SARL ALDO  (RESTAURANT);48.871381, 2.283539
777;638 065 001 002;75016;1 AVENUE RAYMOND POINCARE;A;TERRASSE FERMEE;2.0;6.0;SNC AYRINHAC ET CIE  (BAR RESTAURANT);48.863657, 2.286696
780;793 937 095 002;75020;95 AVENUE GAMBETTA;A;TERRASSE FERMEE;1.55;4.6;SARL CHANG SHENG  (RESTAURANT);48.866513, 2.399701
783;793 937 125 003;75020;125 AVENUE GAMBETTA;A;TERRASSE FERMEE;1.3;9.67;SARL LA POINTE AUX PIMENTS  (RESTAURANT);48.868115, 2.40109
784;793 939 002 002;75020;2 PLACE GAMBETTA;A;TERRASSE OUVERTE;2.3;5.95;SNC INDIANA GAMBETTA  (RESTAURANT);48.864632, 2.398922
785;793 939 002 002;75020;202 RUE DES PYRENEES;B;TERRASSE OUVERTE;0.6;5.3;SNC INDIANA GAMBETTA  (RESTAURANT);48.864386, 2.39905
786;793 939 007 003;75020;7 PLACE GAMBETTA;A;TERRASSE FERMEE;2.4;8.2;SA MC DONALD S FRANCE  (RESTAURATION RAPIDE - SNACK);48.864778, 2.397904
792;796 183 074 004;75020;74 BOULEVARD DE MENILMONTANT;A;TERRASSE OUVERTE;2.5;4.6;SARL ALEXANDRE  (RESTAURANT);48.864156, 2.386454
799;796 187 096 002;75020;96 RUE DE MENILMONTANT;A;TERRASSE OUVERTE;0.8;4.85;SARL BRL  (RESTAURANT);48.869182, 2.392238
802;128 024 022 002;75003;22 RUE RAMBUTEAU;A;TERRASSE OUVERTE;0.6;3.0;SARL BINAFOR  (BAR RESTAURANT);48.860948, 2.354478
805;128 024 058 003;75003;58 RUE RAMBUTEAU;A;TERRASSE OUVERTE;0.8;7.3;SARL SERADA  (RESTAURANT);48.861767, 2.351465
808;128 525 060 009;75003;60 BOULEVARD DE SEBASTOPOL;A;TERRASSE OUVERTE;1.5;5.4;SARL MANI  (RESTAURATION RAPIDE - SNACK);48.863581, 2.351279
810;128 916 156 003;75003;156 RUE SAINT MARTIN;A;TERRASSE OUVERTE;1.0;4.4;SARL PAT LA PATATE  (RESTAURANT);48.861776, 2.351793
812;128 916 184 002;75003;184 RUE SAINT MARTIN;A;TERRASSE OUVERTE;0.8;7.0;SARL ACTION  (RESTAURATION RAPIDE - SNACK);48.862718, 2.352329
816;130 397 017 006;75004;33 RUE SAINTE CROIX DE LA BRETONNERIE;B;TERRASSE OUVERTE;1.1;6.85;SARL TREJA BATEAU BLANC  (RESTAURANT);48.858322, 2.35575
826;131 307 012 002;75004;12 RUE BRISEMICHE;A;CONTRE TERRASSE;3.5;1.6;SARL LES FONTAINES  (RESTAURATION RAPIDE - SNACK);48.859692, 2.351957
827;131 920 002 003;75004;2 PLACE DU CHATELET;A;COMMERCE ACCESSOIRE;0.6;2.5;SA LE SARAH BERNHARDT  (RESTAURANT);48.857342, 2.347787
828;131 920 002 003;75004;15 AVENUE VICTORIA;B;TERRASSE FERMEE;2.49;9.0;SA LE SARAH BERNHARDT  (RESTAURANT);48.857421, 2.348266
832;135 677 026 002;75004;26 RUE DES LOMBARDS;A;TERRASSE OUVERTE;2.45;3.7;SARL ROYAL THAI  (RESTAURANT);48.859427, 2.349178
834;136 697 009 002;75004;13 RUE DES LOMBARDS;B;TERRASSE OUVERTE;1.35;4.3;SARL R A PARIS  (BAR RESTAURANT);48.85924, 2.349564
835;136 697 009 003;75004;9 RUE NICOLAS FLAMEL;A;TERRASSE OUVERTE;2.8;11.32;M JAMIL  (RESTAURANT);48.859028, 2.349561
836;137 985 017 002;75004;17 RUE QUINCAMPOIX;A;TERRASSE OUVERTE;2.4;3.4;SARL BUBBOLITAS FRANCE  (RESTAURATION RAPIDE - SNACK);48.85974, 2.349793
840;138 118 005 004;75004;5 RUE DU RENARD;A;TERRASSE FERMEE;1.1;5.99;SA MAC DONALD S FRANCE  (RESTAURATION RAPIDE - SNACK);48.857972, 2.35155
847;138 525 012 003;75004;12 BOULEVARD DE SEBASTOPOL;A;TERRASSE FERMEE;2.66;6.54;SARL MAXIMO  (RESTAURANT);48.859298, 2.348887
849;138 916 007 003;75004;7 RUE SAINT MARTIN;A;TERRASSE OUVERTE;4.1;6.6;SARL GRIZZLI CAFE  (HOTEL RESTAURANT);48.858638, 2.349829
