;Unnamed: 0;dossier;arrondissement;adresse;lieu;libelle_type_objet;dima;dimb;dosred;Coordonnées;surface;libelle;nom
115;333;96 775 024 004;75003;24 RUE NOTRE DAME DE NAZARETH;A;TERRASSE OUVERTE;1.0;2.6;SARL LA BONNE CECILE  (RESTAURANT);48.867264, 2.360012;2.6;RESTAURANT;SARL LA BONNE CECILE  
116;334;97 560 003 002;75003;3 PASSAGE DU PONT AUX BICHES;A;TERRASSE OUVERTE;2.0;7.45;SARL O MARCHES  (RESTAURATION RAPIDE - SNACK);48.867503, 2.358504;14.9;RESTAURATION RAPIDE - SNACK;SARL O MARCHES  
117;340;98 914 019 003;75003;19 BOULEVARD SAINT MARTIN;A;TERRASSE FERMEE;2.8;6.9;SARL LE PORTE BONHEUR  (RESTAURANT);48.868168, 2.359826;19.32;RESTAURANT;SARL LE PORTE BONHEUR  
118;344;98 916 245 002;75003;245 RUE SAINT MARTIN;A;TERRASSE OUVERTE;0.95;6.27;SARL ELEONORE JUST FOR LUNCH (RESTAURATION RAPIDE - SNACK);48.865864, 2.353292;5.9565;RESTAURATION RAPIDE - SNACK;SARL ELEONORE JUST FOR LUNCH 
119;354;99 490 076 004;75003;76 RUE DE TURBIGO;A;TERRASSE OUVERTE;0.7;5.2;SARL SUSHI YAKI  (RESTAURANT);48.866443, 2.360864;3.64;RESTAURANT;SARL SUSHI YAKI  
120;358;99 731 038 003;75003;38 RUE DU VERTBOIS;A;TERRASSE OUVERTE;0.8;3.59;SARL PSMB  (RESTAURANT);48.867104, 2.357811;2.872;RESTAURANT;SARL PSMB  
121;359;101 283 012 002;75003;12 RUE DE BRETAGNE;A;TERRASSE OUVERTE;1.0;3.8;SARL REMO  (RESTAURANT);48.86264, 2.363261;3.8;RESTAURANT;SARL REMO  
122;365;101 283 051 002;75003;Pan coupé 51 RUE DE BRETAGNE / 96 RUE DES ARCHIVES;A;TERRASSE OUVERTE;1.0;0.75;SAS LA PIERRE DU MARAIS  (BAR RESTAURANT);48.861014, 2.357771;0.75;BAR RESTAURANT;SAS LA PIERRE DU MARAIS  
123;367;103 026 002 003;75003;1 RUE DE LA CORDERIE;B;CONTRE TERRASSE;5.0;5.7;SARL PARIS MARAIS RESTO  (RESTAURANT);48.864724, 2.363237;28.5;RESTAURANT;SARL PARIS MARAIS RESTO  
124;368;103 026 004 003;75003;Pan coupé 4 RUE DUPETIT THOUARS / 2 RUE CHARLES FRANCOIS DUPUIS;A;TERRASSE OUVERTE;1.6;1.1;SARL LE POISSON CURIEUX  (BAR RESTAURANT);;1.76;BAR RESTAURANT;SARL LE POISSON CURIEUX  
125;374;109 157 013 002;75003;13 BOULEVARD DU TEMPLE;A;TERRASSE OUVERTE;2.9;15.74;SARL MURANO  (RESTAURANT);48.863964, 2.365944;45.646;RESTAURANT;SARL MURANO  
126;377;109 157 025 005;75003;25 BOULEVARD DU TEMPLE;A;TERRASSE OUVERTE;2.3;3.7;SARL QUATRE SAISONS  (RESTAURANT);48.864906, 2.36538;8.51;RESTAURANT;SARL QUATRE SAISONS  
127;379;109 157 033 002;75003;33 BOULEVARD DU TEMPLE;A;TERRASSE OUVERTE;0.38;9.28;SARL UDEFAM  (RESTAURANT);48.865639, 2.364938;3.5264;RESTAURANT;SARL UDEFAM  
128;380;109 157 039 002;75003;39 BOULEVARD DU TEMPLE;A;COMMERCE ACCESSOIRE;0.6;4.0;SAS CHEZ JENNY  (BAR RESTAURANT);48.866028, 2.364701;2.4;BAR RESTAURANT;SAS CHEZ JENNY  
129;381;109 157 039 002;75003;39 BOULEVARD DU TEMPLE;A;CONTRE TERRASSE;2.0;16.0;SAS CHEZ JENNY  (BAR RESTAURANT);48.866028, 2.364701;32.0;BAR RESTAURANT;SAS CHEZ JENNY  
130;394;119 778 105 002;75003;105 RUE VIEILLE DU TEMPLE;A;TERRASSE OUVERTE;0.66;3.6;SARL TAKE A PIZ  (RESTAURANT);48.860453, 2.361532;2.376;RESTAURANT;SARL TAKE A PIZ  
131;397;124 282 013 002;75003;13 RUE DU GRENIER SAINT-LAZARE;A;TERRASSE OUVERTE;1.8;4.6;SARL EURO-SNACK  (RESTAURANT);48.862874, 2.353004;8.28;RESTAURANT;SARL EURO-SNACK  
132;399;126 897 001 003;75003;1 RUE AUX OURS;A;TERRASSE FERMEE;3.0;7.0;SARL DJUDJURA  (BAR RESTAURANT);48.862956, 2.352174;21.0;BAR RESTAURANT;SARL DJUDJURA  
133;400;10 924 004 002;75001;4 RUE BERTIN POIREE;A;TERRASSE OUVERTE;1.4;8.0;M PIGNOL  (RESTAURANT);48.858242, 2.344683;11.2;RESTAURANT;M PIGNOL  
134;401;10 924 011 002;75001;11 RUE BERTIN POIREE;A;TERRASSE OUVERTE;0.8;6.0;SARL GALINA SUSHI  (RESTAURATION RAPIDE - SNACK);48.858843, 2.344771;4.8;RESTAURATION RAPIDE - SNACK;SARL GALINA SUSHI  
135;402;12 591 015 002;75001;15 PLACE DAUPHINE;A;TERRASSE OUVERTE;1.2;4.9;SARL ORFINE  (RESTAURANT);48.855538, 2.340117;5.88;RESTAURANT;SARL ORFINE  
136;403;12 591 017 003;75001;17 PLACE DAUPHINE;A;TERRASSE OUVERTE;1.2;5.0;SARL LE CAVEAU DU PALAIS  (RESTAURANT);48.855427, 2.340038;6.0;RESTAURANT;SARL LE CAVEAU DU PALAIS  
137;406;15 338 006 002;75001;10 RUE JEAN LANTIER;B;TERRASSE OUVERTE;0.65;8.0;SA A LA TETE D OR  (RESTAURANT);48.858639, 2.346166;5.2;RESTAURANT;SA A LA TETE D OR  
138;409;15 765 018 002;75001;18 QUAI DU LOUVRE;A;COMMERCE ACCESSOIRE;2.2;2.2;SA LE RELAIS DU PONT NEUF  (RESTAURANT);48.858885, 2.341205;4.84;RESTAURANT;SA LE RELAIS DU PONT NEUF  
139;410;15 765 018 002;75001;18 QUAI DU LOUVRE;A;TERRASSE OUVERTE;2.2;6.5;SA LE RELAIS DU PONT NEUF  (RESTAURANT);48.858885, 2.341205;14.3;RESTAURANT;SA LE RELAIS DU PONT NEUF  
140;411;15 765 024 002;75001;24 QUAI DU LOUVRE;A;TERRASSE OUVERTE;2.0;4.0;SARL REDUCTOU  (RESTAURANT);48.858955, 2.340804;8.0;RESTAURANT;SARL REDUCTOU  
141;419;18 809 008 003;75001;8 RUE SAINT DENIS;A;TERRASSE OUVERTE;3.05;8.0;SNC LAI FRERES  (BAR RESTAURANT);48.858419, 2.347552;24.4;BAR RESTAURANT;SNC LAI FRERES  
142;424;20 883 016 004;75001;16 RUE BERGER;A;COMMERCE ACCESSOIRE;0.93;1.6;SAS POMME DE PAIN  (RESTAURATION RAPIDE - SNACK);48.860996, 2.348085;1.488;RESTAURATION RAPIDE - SNACK;SAS POMME DE PAIN  
143;426;20 883 029 003;75001;29 RUE BERGER;A;TERRASSE OUVERTE;1.0;21.1;SA C/O GROUPE FLO SCE COMPTABILITE FOURNISSEURS (RESTAURANT);48.861607, 2.344626;21.1;RESTAURANT;SA C/O GROUPE FLO SCE COMPTABILITE FOURNISSEURS 
144;427;20 883 029 003;75001;35 PLACE MAURICE QUENTIN;A;TERRASSE OUVERTE;2.43;3.5;SA C/O GROUPE FLO SCE COMPTABILITE FOURNISSEURS (RESTAURANT);48.860445, 2.347906;8.505;RESTAURANT;SA C/O GROUPE FLO SCE COMPTABILITE FOURNISSEURS 
145;428;20 883 049 003;75001;49 RUE BERGER;A;TERRASSE OUVERTE;1.25;10.8;SARL BUSH BOY INDUSTRIES (BBI)  (RESTAURANT);48.862191, 2.34211;13.5;BBI;SARL BUSH BOY INDUSTRIES   (RESTAURANT)
146;431;21 201 038 002;75001;21 RUE DES HALLES;B;TERRASSE OUVERTE;0.7;3.6;SARL CFP  (BAR RESTAURANT);48.860637, 2.345813;2.52;BAR RESTAURANT;SARL CFP  
147;432;22 317 006 002;75001;2 RUE COQUILLIERE;A;TERRASSE OUVERTE;2.78;7.55;SA AU PIED DE COCHON  (RESTAURANT);48.864138, 2.341824;20.989;RESTAURANT;SA AU PIED DE COCHON  
148;433;22 317 029 002;75001;Pan coupé 29 RUE COQUILLIERE / 27 RUE DU BOULOI;A;TERRASSE OUVERTE;1.1;3.5;SARL LE GUTENBERG  (RESTAURANT);48.864135, 2.341596;3.85;RESTAURANT;SARL LE GUTENBERG  
149;435;22 353 007 005;75001;7 RUE DE LA COSSONNERIE;A;TERRASSE OUVERTE;1.6;10.0;SARL SARL MC  (RESTAURATION RAPIDE - SNACK);48.861374, 2.348636;16.0;RESTAURATION RAPIDE - SNACK;SARL SARL MC  
150;436;23 418 035 003;75001;35 RUE ETIENNE MARCEL;A;TERRASSE FERMEE;1.25;6.15;SARL JAPORAMA  (RESTAURANT);48.864391, 2.346372;7.6875;RESTAURANT;SARL JAPORAMA  
151;437;23 634 003 002;75001;3 RUE DE LA FERRONNERIE;A;TERRASSE OUVERTE;3.0;5.3;SARL DHK  (BAR RESTAURANT);48.860149, 2.34805;15.9;BAR RESTAURANT;SARL DHK  
152;438;23 634 006 002;75001;11 RUE DES INNOCENTS;B;TERRASSE OUVERTE;2.5;3.3;SAS AU COEUR COURONNE  (RESTAURANT);48.860469, 2.347275;8.25;RESTAURANT;SAS AU COEUR COURONNE  
153;439;23 634 006 002;75001;11 RUE DES INNOCENTS;B;TERRASSE OUVERTE;2.5;7.6;SAS AU COEUR COURONNE  (RESTAURANT);48.860469, 2.347275;19.0;RESTAURANT;SAS AU COEUR COURONNE  
154;440;24 238 010 003;75001;10 RUE DE LA GRANDE TRUANDERIE;A;TERRASSE OUVERTE;1.7;4.0;SARL FASKL  (RESTAURANT);48.862803, 2.349197;6.8;RESTAURANT;SARL FASKL  
155;441;24 238 024 002;75001;24 RUE DE LA GRANDE TRUANDERIE;A;CONTRE TERRASSE;3.2;6.1;SARL LE PHARAMOND  (RESTAURANT);48.862968, 2.348514;19.52;RESTAURANT;SARL LE PHARAMOND  
156;442;24 238 024 002;75001;8 RUE DE LA PETITE TRUANDERIE;B;CONTRE TERRASSE;3.0;6.1;SARL LE PHARAMOND  (RESTAURANT);48.862797, 2.348365;18.3;RESTAURANT;SARL LE PHARAMOND  
157;444;24 411 011 003;75001;11 RUE DES HALLES;A;TERRASSE OUVERTE;1.3;3.5;SARL GRAND BAY CAFE  (BAR RESTAURANT);48.859714, 2.346588;4.55;BAR RESTAURANT;SARL GRAND BAY CAFE  
158;445;24 411 020 003;75001;20 RUE DES HALLES;A;TERRASSE OUVERTE;0.6;3.5;SARL MARIO  (RESTAURANT);48.860062, 2.346625;2.1;RESTAURANT;SARL MARIO  
159;446;24 627 007 006;75001;7 RUE DES INNOCENTS;A;TERRASSE OUVERTE;2.2;4.79;SARL WOK UP  (RESTAURATION RAPIDE - SNACK);48.860413, 2.347774;10.538;RESTAURATION RAPIDE - SNACK;SARL WOK UP  
160;447;24 808 008 002;75001;8 RUE JEAN JACQUES ROUSSEAU;A;TERRASSE OUVERTE;1.0;6.25;SARL JJR (JEAN JACQUES ROUSSEAU)  (RESTAURANT);48.862236, 2.340178;6.25;JEAN JACQUES ROUSSEAU;SARL JJR   (RESTAURANT)
161;449;24 808 025 002;75001;25 RUE JEAN JACQUE ROUSSEAU;A;TERRASSE OUVERTE;0.8;6.3;SARL LA MOIRE  (RESTAURANT);48.862842, 2.341056;5.04;RESTAURANT;SARL LA MOIRE  
162;450;25 277 025 002;75001;25 RUE DE LA REYNIE;A;PLANCHER MOBILE;3.0;9.5;SARL JBGM  (RESTAURANT);48.860033, 2.348546;28.5;RESTAURANT;SARL JBGM  
163;452;25 677 042 002;75001;42 RUE DES LOMBARDS;A;TERRASSE FERMEE;2.1;8.93;SARL SARL LE DUC DES LOMBARDS  (BAR RESTAURANT);48.859599, 2.348696;18.753;BAR RESTAURANT;SARL SARL LE DUC DES LOMBARDS  
164;453;25 677 042 002;75001;42 RUE DES LOMBARDS;A;TERRASSE OUVERTE;1.2;8.93;SARL SARL LE DUC DES LOMBARDS  (BAR RESTAURANT);48.859599, 2.348696;10.716;BAR RESTAURANT;SARL SARL LE DUC DES LOMBARDS  
165;454;25 766 003 003;75001;Pan coupé 3 RUE DU LOUVRE / 137 RUE SAINT HONORE;A;TERRASSE OUVERTE;0.8;1.25;M CAZES  (BAR RESTAURANT);48.861697, 2.341089;1.0;BAR RESTAURANT;M CAZES  
166;456;26 444 012 003;75001;12 RUE MONTMARTRE;A;TERRASSE FERMEE;0.9;3.85;SARL LE BISTRO DU FORUM  (BAR RESTAURANT);48.863707, 2.345834;3.465;BAR RESTAURANT;SARL LE BISTRO DU FORUM  
167;459;26 453 021 004;75001;21 RUE MONTORGUEIL;A;TERRASSE OUVERTE;2.2;2.5;SARL GATT  (RESTAURANT);48.864004, 2.346456;5.5;RESTAURANT;SARL GATT  
168;460;26 453 030 002;75001;30 RUE MONTORGUEIL;A;TERRASSE OUVERTE;1.5;5.0;SARL CAFE PASTA  (RESTAURANT);48.863757, 2.346515;7.5;RESTAURANT;SARL CAFE PASTA  
169;462;27 415 009 004;75001;9 RUE PIERRE LESCOT;A;TERRASSE OUVERTE;2.0;15.9;SARL GALERIE DE LUCIA  (BAR RESTAURANT);48.86258, 2.348386;31.8;BAR RESTAURANT;SARL GALERIE DE LUCIA  
170;463;27 415 022 003;75001;22 RUE PIERRE LESCOT;A;TERRASSE OUVERTE;3.0;10.0;SARL HOKINO  (RESTAURANT);48.863007, 2.348815;30.0;RESTAURANT;SARL HOKINO  
171;464;27 415 022 003;75001;20 RUE DE LA GRANDE TRUANDERIE;B;TERRASSE OUVERTE;3.0;6.9;SARL HOKINO  (RESTAURANT);48.862807, 2.349081;20.7;RESTAURANT;SARL HOKINO  
172;465;27 578 024 002;75001;51 RUE SAINT HONORE;B;TERRASSE OUVERTE;2.0;3.6;SARL COFFEE SHOP  (RESTAURANT);48.860997, 2.345004;7.2;RESTAURANT;SARL COFFEE SHOP  
173;468;27 844 010 003;75001;Pan coupé 10 RUE DES PROUVAIRES / 31 RUE BERGER;A;TERRASSE FERMEE;1.8;3.7;SARL LE LOUCHEBEM  (RESTAURANT);48.861561, 2.344315;6.66;RESTAURANT;SARL LE LOUCHEBEM  
174;470;28 024 094 003;75001;94 RUE RAMBUTEAU;A;TERRASSE OUVERTE;2.9;3.67;SARL ICE TO ICE LES HALLES  (RESTAURANT);48.86249, 2.348214;10.643;RESTAURANT;SARL ICE TO ICE LES HALLES  
175;477;28 525 041 004;75001;41 BOULEVARD DE SEBASTOPOL;A;PLANCHER MOBILE;2.5;9.14;SARL CJPS  (BAR RESTAURANT);48.861373, 2.349586;22.85;BAR RESTAURANT;SARL CJPS  
176;478;28 525 041 004;75001;Pan coupé 41 BOULEVARD DE SEBASTOPOL / 2 RUE DE LA COSSONNERIE;B;TERRASSE OUVERTE;1.1;2.3;SARL CJPS  (BAR RESTAURANT);48.861373, 2.349586;2.53;BAR RESTAURANT;SARL CJPS  
177;483;28 809 011 002;75001;11 RUE SAINT DENIS;A;TERRASSE OUVERTE;3.6;4.0;SARL BALTARD  (RESTAURANT);48.859266, 2.347658;14.4;RESTAURANT;SARL BALTARD  
178;484;28 809 018 004;75001;18 RUE SAINT DENIS;A;TERRASSE OUVERTE;3.0;13.27;SARL WALLABY  (RESTAURANT);48.859373, 2.347959;39.81;RESTAURANT;SARL WALLABY  
179;485;28 809 020 002;75001;20 RUE SAINT DENIS;A;COMMERCE ACCESSOIRE;1.4;1.0;SARL RIVOLI PALACE PIZZERIA DU PALAIS (RESTAURANT);48.85957, 2.348051;1.4;RESTAURANT;SARL RIVOLI PALACE PIZZERIA DU PALAIS 
180;486;28 809 030 002;75001;25 RUE DE LA REYNIE;A;TERRASSE OUVERTE;2.65;6.42;SA AGO AGENCE DE GESTION ET D'ORGANISATION HOTELIERE  (RESTAURANT);48.860033, 2.348546;17.013;RESTAURANT;SA AGO AGENCE DE GESTION ET D'ORGANISATION HOTELIERE  
181;487;28 809 030 002;75001;Pan coupé 30 RUE SAINT DENIS / 27 RUE DE LA REYNIE;A;TERRASSE OUVERTE;3.0;3.09;SA AGO AGENCE DE GESTION ET D'ORGANISATION HOTELIERE  (RESTAURANT);48.86012, 2.348531;9.27;RESTAURANT;SA AGO AGENCE DE GESTION ET D'ORGANISATION HOTELIERE  
182;488;28 809 035 002;75001;35 RUE SAINT DENIS;A;TERRASSE OUVERTE;1.5;5.5;SARL CARTHAGE II  (RESTAURANT);48.859976, 2.348108;8.25;RESTAURANT;SARL CARTHAGE II  
183;489;28 809 041 002;75001;1 RUE DE LA FERRONNERIE;B;TERRASSE OUVERTE;2.8;7.0;SARL SOLEIL  (BAR RESTAURANT);48.860229, 2.347479;19.6;BAR RESTAURANT;SARL SOLEIL  
184;492;28 809 094 003;75001;4 RUE DU CYGNE;B;TERRASSE OUVERTE;2.7;19.8;SARL ROMIT  (RESTAURANT);48.863246, 2.349111;53.46;RESTAURANT;SARL ROMIT  
185;493;28 809 096 003;75001;96 RUE SAINT DENIS;A;TERRASSE OUVERTE;2.9;3.8;SARL TM FOOD  (RESTAURATION RAPIDE - SNACK);48.86323, 2.349908;11.02;RESTAURATION RAPIDE - SNACK;SARL TM FOOD  
186;496;28 860 040 005;75001;31 RUE DU PONT NEUF;B;TERRASSE OUVERTE;2.9;6.42;SARL GRANIER FRERES  (BAR RESTAURANT);48.859475, 2.343503;18.618;BAR RESTAURANT;SARL GRANIER FRERES  
187;502;808 783 015 002;75020;15 RUE SAINT BLAISE;A;TERRASSE OUVERTE;2.0;14.0;M HAMI  (RESTAURANT);48.859632, 2.405032;28.0;RESTAURANT;M HAMI  
188;503;808 783 017 002;75020;17 RUE SAINT BLAISE;A;TERRASSE OUVERTE;2.0;4.6;SARL KAMPA  (RESTAURANT);48.859597, 2.405062;9.2;RESTAURANT;SARL KAMPA  
189;504;808 783 022 001;75020;22 RUE SAINT BLAISE;A;TERRASSE OUVERTE;1.2;7.0;SARL Z&Y  (RESTAURANT);48.859395, 2.405123;8.4;RESTAURANT;SARL Z&Y  
190;505;809 791 046 002;75020;Pan coupé 46 RUE DES VIGNOLES / 1 RUE RUE MICHEL DE BOURGES;A;TERRASSE OUVERTE;4.5;6.2;SARL HANICO  (RESTAURANT);48.854214, 2.400401;27.9;RESTAURANT;SARL HANICO  
191;515;118852024B002;75003;1 RUE VILLEHARDOUIN;B;TERRASSE OUVERTE;0.8;2.5;SARL ARROUX  (RESTAURANT);48.858158, 2.365411;2.0;RESTAURANT;SARL ARROUX  
192;517;159882002B004;75004;16 RUE DE BIRAGUE;B;TERRASSE OUVERTE;0.6;5.3;SA LA PLACE ROYALE  (RESTAURANT);48.854749, 2.365306;3.18;RESTAURANT;SA LA PLACE ROYALE  
193;525;238137112B003;75006;112 RUE DE RENNES;A;COMMERCE ACCESSOIRE;1.1;1.6;SARL EURO SANDWICHS  (RESTAURANT);48.847869, 2.327529;1.76;RESTAURANT;SARL EURO SANDWICHS  
194;533;351405001B002;75009;1 RUE CADET;A;CONTRE TERRASSE;1.1;7.45;SARL GUSTO JOUR APRES JOUR (RESTAURATION RAPIDE - SNACK);48.874204, 2.342337;8.195;RESTAURATION RAPIDE - SNACK;SARL GUSTO JOUR APRES JOUR 
195;535;351912004B002;75009;4 RUE DE CHATEAUDUN;A;TERRASSE FERMEE;1.05;5.7;SARL OLIVIER  (RESTAURANT);48.875782, 2.342146;5.985;RESTAURANT;SARL OLIVIER  
196;536;351912004B004;75009;4 RUE DE CHATEAUDUN;A;TERRASSE OUVERTE;1.05;3.85;SARL ALAMAT  (RESTAURANT);48.875782, 2.342146;4.0425;RESTAURANT;SARL ALAMAT  
197;550;439872127B002;75011;127 BOULEVARD VOLTAIRE;A;TERRASSE OUVERTE;2.0;2.5;SARL JUSTIN  (BAR RESTAURANT);48.856759, 2.382192;5.0;BAR RESTAURANT;SARL JUSTIN  
198;554;464043049B003;75012;49 AVENUE DU GENERAL MICHEL BIZOT;A;ETALAGE;0.4;6.94;SARL AKRD  (RESTAURANT);48.835053, 2.401153;2.776;RESTAURANT;SARL AKRD  
199;558;482814026B002;75012;26 BOIULEVARD DIDEROT;A;TERRASSE FERMEE;3.13;6.46;SARL BAMBOU VIOLET  (RESTAURANT);48.845851, 2.375016;20.2198;RESTAURANT;SARL BAMBOU VIOLET  
200;559;485795002B002;75012;2BIS RUE DE LYON;A;TERRASSE OUVERTE;1.2;5.7;SARL ANDIAMO  (RESTAURATION RAPIDE - SNACK);48.846189, 2.372439;6.84;RESTAURATION RAPIDE - SNACK;SARL ANDIAMO  
201;560;486253007B002;75012;7 RUE MICHEL CHASLES;A;TERRASSE OUVERTE;1.2;3.4;SAS SUREKA  (RESTAURATION RAPIDE - SNACK);48.846533, 2.373728;4.08;RESTAURATION RAPIDE - SNACK;SAS SUREKA  
202;561;506634031B002;75013;31 RUE NATIONALE;A;TERRASSE OUVERTE;0.9;3.0;SARL NOODLE  (RESTAURANT);48.823939, 2.368061;2.7;RESTAURANT;SARL NOODLE  
203;563;512004129B005;75013;129 AVENUE DE CHOISY;A;TERRASSE OUVERTE;1.5;6.6;SARL LE TRIOMPHE  (RESTAURANT);48.826418, 2.359513;9.9;RESTAURANT;SARL LE TRIOMPHE  
204;564;519320198B002;75013;Pan coupé 198 RUE DE TOLBIAC / 27 RUE MARTIN BERNARD;A;TERRASSE OUVERTE;3.9;6.2;SCA LE VERRE A SOIF  (RESTAURANT);48.825826, 2.348799;24.18;RESTAURANT;SCA LE VERRE A SOIF  
205;566;520380053B002;75013;53 BOULEVARD ARAGO;A;TERRASSE OUVERTE;1.1;7.3;EURL PACADEME  (RESTAURANT);48.834776, 2.345096;8.03;RESTAURANT;EURL PACADEME  
206;568;536455144B003;75014;144BIS BOULEVARD DU MONTPARNASSE;A;TERRASSE FERMEE;2.75;5.6;SARL YAMATO  (RESTAURANT);48.840615, 2.333151;15.4;RESTAURANT;SARL YAMATO  
207;570;540170005B002;75014;5 RUE D'ALESIA;A;TERRASSE OUVERTE;0.6;6.7;SARL DUBOIS  (RESTAURANT);48.826684, 2.339459;4.02;RESTAURANT;SARL DUBOIS  
208;574;568066201B002;75014;201 RUE RAYMOND LOSSERAND;A;TERRASSE OUVERTE;0.7;5.2;SARL SAINT GILLES  (RESTAURANT);48.828954, 2.308224;3.64;RESTAURANT;SARL SAINT GILLES  
209;579;579750015B003;75015;15 BOULEVARD VICTOR;A;TERRASSE FERMEE;2.3;6.75;SARL OKYAMA  (RESTAURANT);48.835031, 2.282818;15.525;RESTAURANT;SARL OKYAMA  
210;580;579886045B002;75015;45 RUE DE VOUILLE;A;TERRASSE OUVERTE;1.25;0.45;SARL LE COMMERCE  (RESTAURANT);48.834055, 2.307873;0.5625;RESTAURANT;SARL LE COMMERCE  
211;581;587819011B003;75015;Pan coupé 11 RUE DE LA PROCESSION / 8 RUE TESSIER;A;TERRASSE OUVERTE;0.6;7.5;SARL VERONA  (RESTAURANT);48.839717, 2.30583;4.5;RESTAURANT;SARL VERONA  
212;584;593563076B002;75015;76 RUE DE LA FEDERATION;A;TERRASSE OUVERTE;0.7;2.8;SARL LE PRESLES  (RESTAURANT);48.853054, 2.296647;1.96;RESTAURANT;SARL LE PRESLES  
213;586;595230053B005;75015;53 AVENUE DE LA MOTTE PICQUET;A;PLANCHER MOBILE;2.0;6.3;SARL SOCIETE LA GITANE LA GITANE (RESTAURANT);48.850181, 2.299852;12.6;RESTAURANT;SARL SOCIETE LA GITANE LA GITANE 
214;587;595230053B005;75015;53 AVENUE DE LA MOTTE PICQUET;A;TERRASSE FERMEE;3.3;6.3;SARL SOCIETE LA GITANE LA GITANE (RESTAURANT);48.850181, 2.299852;20.79;RESTAURANT;SARL SOCIETE LA GITANE LA GITANE 
215;589;615168035B002;75016;Pan coupé 35 RUE JEAN DE LA FONTAINE / 1 AVENUE DE L'ABBE ROUSSEL;A;TERRASSE OUVERTE;1.0;3.0;SARL JEAN IMBERT  (RESTAURANT);48.850464, 2.271537;3.0;RESTAURANT;SARL JEAN IMBERT  
216;590;615168035B002;75016;1 AVENUE DE L'ABBE ROUSSEL;B;TERRASSE OUVERTE;0.6;6.5;SARL JEAN IMBERT  (RESTAURANT);48.850464, 2.271537;3.9;RESTAURANT;SARL JEAN IMBERT  
217;591;619728011B002;75016;11 AVENUE DE VERSAILLES;A;TERRASSE OUVERTE;2.0;6.8;SARL MIYAGAWA  (RESTAURANT);48.850499, 2.277411;13.6;RESTAURANT;SARL MIYAGAWA  
218;594;626566054B003;75016;54BIS AVENUE MOZART;A;TERRASSE OUVERTE;1.5;6.9;SARL DE LA TOURNELLE M. JALBERT GILLES (RESTAURANT);48.854938, 2.269459;10.35;RESTAURANT;SARL DE LA TOURNELLE M. JALBERT GILLES 
219;602;218 845 116 005;75006;Pan coupé 116 BOULEVARD SAINT GERMAIN / 11 RUE DANTON;A;TERRASSE FERMEE;2.35;5.15;SNC BOUL MICH BAR  (BAR RESTAURANT);48.852081, 2.340976;12.1025;BAR RESTAURANT;SNC BOUL MICH BAR  
220;610;218 932 002 003;75006;11 QUAI DES GRANDS AUGUSTINS;A;TERRASSE FERMEE;1.7;13.8;SARL MOUNTAIN PIZZA COMPANY  (RESTAURANT);48.854729, 2.342263;23.46;RESTAURANT;SARL MOUNTAIN PIZZA COMPANY  
221;616;222 103 008 002;75006;7 RUE DE MONTFAUCON;B;TERRASSE OUVERTE;1.2;8.0;M MARRA  (RESTAURANT);48.852672, 2.335876;9.6;RESTAURANT;M MARRA  
222;623;225 801 010 002;75006;10 RUE MABILLON;A;TERRASSE OUVERTE;0.7;7.8;M BARDECHE  (RESTAURANT);48.852142, 2.335176;5.46;RESTAURANT;M BARDECHE  
223;626;226 421 005 004;75006;5 RUE DE MONTFAUCON;A;TERRASSE FERMEE;0.72;6.8;SARL ST GERMAIN MANDARIN  (RESTAURANT);48.8527, 2.335964;4.896;RESTAURANT;SARL ST GERMAIN MANDARIN  
224;627;226 421 005 004;75006;5 RUE DE MONTFAUCON;A;TERRASSE OUVERTE;0.6;6.8;SARL ST GERMAIN MANDARIN  (RESTAURANT);48.8527, 2.335964;4.08;RESTAURANT;SARL ST GERMAIN MANDARIN  
225;629;228 845 095 002;75006;95 BOULEVARD SAINT GERMAIN;A;TERRASSE FERMEE;1.6;5.3;SARL SERR  (RESTAURATION RAPIDE - SNACK);48.852059, 2.339252;8.48;RESTAURATION RAPIDE - SNACK;SARL SERR  
226;630;228 845 097 005;75006;97 BOULEVARD SAINT GERMAIN;A;TERRASSE FERMEE;1.6;5.6;SA SNACK TIME FRANCE  (RESTAURATION RAPIDE - SNACK);48.852089, 2.339154;8.96;RESTAURATION RAPIDE - SNACK;SA SNACK TIME FRANCE  
227;641;228 929 070 004;75006;70 BOULEVARD SAINT MICHEL;A;TERRASSE OUVERTE;2.5;3.0;SARL LEFT  (RESTAURATION RAPIDE - SNACK);48.843483, 2.33849;7.5;RESTAURATION RAPIDE - SNACK;SARL LEFT  
228;650;230 466 052 002;75006;52 RUE D ASSAS;A;TERRASSE OUVERTE;0.85;5.65;SARL AU BISTROT D ASSAS  (RESTAURANT);48.846616, 2.330578;4.8025;RESTAURANT;SARL AU BISTROT D ASSAS  
229;651;230 466 054 002;75006;54 RUE D ASSAS;A;TERRASSE FERMEE;0.86;4.4;SARL LES BISTRONAUTES  (RESTAURANT);48.846514, 2.330678;3.784;RESTAURANT;SARL LES BISTRONAUTES  
230;653;231 270 027 003;75006;27 RUE BREA;A;TERRASSE OUVERTE;1.1;3.9;SARL BREA-VILLA BORGHESE  (RESTAURANT);48.842369, 2.329721;4.29;RESTAURANT;SARL BREA-VILLA BORGHESE  
